review_text,rating,actual_sentiment,predicted_lr,predicted_nb
"Easy to install,  wired perfectly",5.0,Positive,Positive,Positive
Well worth the research I did before deciding to purchase the most expensive Samsung filter. These filters work just as good. We haven't experienced any leaking as some others have indicated. The filter fits as expected and has removed the weird taste from our water. I would recommend these filters over the name brand.,4.0,Positive,Positive,Positive
After going to 4 different stores and not finding these. I ordered these online and have since ordered 2 more times. Since this winter has been bitterly cold our humidifier has been going non-stop. I change the filter every week after cleaning the machine. This filter fits perfect on our Honeywell humidifier. Will definitely buy more!,5.0,Positive,Positive,Positive
"These stay dry for the most part , 0 humidity output from evap40.<br />Garbage.",1.0,Negative,Negative,Negative
This cover prevents cooking item going in oven corners and keeps it clean. The cover is easy to clean and feels strong. I will recommend this.,5.0,Positive,Positive,Positive
As described. Perfectly match our factory knobs. Would recommend.,5.0,Positive,Positive,Positive
Fits and work as expected.,5.0,Positive,Positive,Positive
"Like title indicated, if this comes with some basic installation toolkit, it would be a perfect product.",4.0,Positive,Positive,Positive
Love this product ..great quality,5.0,Positive,Positive,Positive
This works great. I bought this to replace the original filter that had the mesh screen in the bottom. It is all one piece so no screen to come off again.  It is a little smaller in diameter that the original one but it still holds 2 cups of grounds easily.  4 1/8” dia top flange  2 13/16 inner dia.,5.0,Positive,Positive,Positive
"This filter works just as well as the brand name, but is much less expensive.",5.0,Positive,Positive,Positive
It’s a perfect fit and works great.,5.0,Positive,Positive,Positive
"Just moved into a fixer-upper house and bought a new fridge and gas range.  It's a great range BUT there was no exhaust fan anything.  The good news was the range was placed on an outside wall, so the hunt was on for a substantial range hood.  I go to Amazon for just about anything these days, so this range hood came up and it looked good.  Customer reviews mentioned slight damage on 2 reviews but overall, people had good things to say.  The price looked good for a hood that had the power that would make a hood really workable, so I ordered.  The hood came promptly and was in perfect condition.  My contractor easily installed it and voila!  No more greasy smoke from the stir fries I like to make.  It's truly powerful and has 3 speeds.  It's noisy at the mid and high range of speed but so what?  It's what you would expect if you want a hood that really does the job and isn't just a pretty accessory.  The halogen lights have 3 levels also of brightness and they illuminate the range top perfectly.  My kitchen really works now thanks to the hood.  Next is countertops for the pretty part.",5.0,Positive,Positive,Positive
EXP3979346 Water Inlet Valve fit on my Kenmore top load washing machine.,5.0,Positive,Positive,Positive
The part fit.,5.0,Positive,Negative,Positive
"Flow rate of a brand new installed filter was barely greater than through a nearly 1-year old Samsung filter.  Performance only declined from there, to the point where the water line began chattering when the water ran or ice maker refilled.<br /><br />Replaced it with a genuine Samsung filter and it was like a free-flowing waterfall.<br /><br />Please do not waste your money on this inferior landfill-ready junk.  Or risk your family's health with who knows what passes through these things.  If you can afford a $2K - $3K refrigerator, you can afford to care for it properly.",1.0,Negative,Negative,Negative
Cheap and easy fix for our washer,5.0,Positive,Positive,Positive
I have replaced the elements on my oven twice now (its over 20 years old now). So glad I can just replace these instead of having to buy a whole new oven.,5.0,Positive,Positive,Positive
"What is not to like.  It fits, it does not leak, and does the same thing as the $30+ one.",5.0,Positive,Positive,Positive
The price is reasonable and it works as good as the OEM part.,5.0,Positive,Positive,Positive
Product made sturdy heat resistant and very easy to clean still look brand new. This product was a bang for my buck...,5.0,Positive,Positive,Positive
Plenty of videos out there on how to install it. Dryer runs like new.,5.0,Positive,Positive,Positive
the filter or pad looks like used ones. my old pad or filter was much better than one i ordered.,1.0,Negative,Positive,Positive
This is the easiest way to update your cooktop after scrubbing the old ones is just not enough.,5.0,Positive,Positive,Positive
I have had no problems with this in my Keurig 2.0 (525C).  It looks and works exactly like the one that came with my machine.,5.0,Positive,Positive,Positive
Product arrived very promptly and so far seems to be almost identical to the much more expensive branded item!  Great Seller!  Thanks!,5.0,Positive,Positive,Positive
Makes the kitchen look elegant and keeps the sides of the stove clean.,5.0,Positive,Positive,Positive
Saved me $300 on replacing my dryer and it was an easy part to install myself,5.0,Positive,Positive,Positive
"Got it, replaced my other that wouldn't turn.",5.0,Positive,Positive,Positive
Did not fit my kenmore for 4396508 filter,1.0,Negative,Positive,Positive
Easy install thru my rv wall.,5.0,Positive,Positive,Positive
Dries clothes very good. Size is great for my apartment.,5.0,Positive,Positive,Positive
"I'm so happy to have found these coffee filters. They are exactly like regular coffee filters but much better for you! The box includes two sizes and the small size fits perfectly in my small, 4 cup coffee maker. The larger size would fit your standard coffee maker.",5.0,Positive,Positive,Positive
